S.No,Job Title,Company Name,Company URL,Salary,Location,Experience,Description,Tags
500,Application Lead,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Chennai,3-7 Yrs,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"pyspark, machine learning, machine learning algorithms, statistics, data munging, python, data analysis, natural language processing"
501,Application Developer,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Chennai,12-17 Yrs,Additional Information:- The candidate should have a minimum of 12 years of experience ...,"data analytics, machine learning, machine learning algorithms, statistics, data munging, algorithms, data services, python"
502,Application Developer,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Chennai,18-22 Yrs,18 year(s) of experience is required. Educational Qualification : 15 years full time ed...,"sap hybris, spring, java, sap hybris commerce, application development, css, hybris, web services"
503,Senior Backup / Storage Engineer,Applied Materials,https://www.naukri.com/applied-materials-jobs-careers-41172,Not disclosed,Chennai,6-11 Yrs,"Your OpportunityShould have In Depth Knowledge on ECS, Avamar, Networker ( 19.X ) and i...","Storage Engineering, VMWare, ServiceNow, Networker Architecture, ECS, Backing SQL, Avamar, DB2"
504,Software Engineer III,Walmart,https://www.naukri.com/walmart-jobs-careers-168845,Not disclosed,Chennai,2-9 Yrs,"Minimum Qualifications:Option 1: Bachelors degree in computer science, information tech...","Business services, Networking, Financial planning, enterprise business, Technology solutions, Oracle, Information technology, Monitoring"
505,TECHNOLOGY SERVICES ENGINEER II,Walmart,https://www.naukri.com/walmart-jobs-careers-168845,Not disclosed,Chennai,4-6 Yrs,Minimum QualificationsPreferred Qualifications,"ERP, Automation, MS SQL, SAP, Linux, Networking, Production support, Windows"
506,Principal IT Architect,Honeywell,https://www.naukri.com/honeywell-jobs-careers-8352,Not disclosed,Chennai,8-13 Yrs,"Collaborate with stake holders including: IT, Business leaders, external IT partners, b...","Supply chain, Business process, Automation, Costing, SAP APO, Oracle, Data warehousing, Information technology"
507,TULIP Senior Developer,AstraZeneca India Pvt. Ltd,https://www.naukri.com/astrazeneca-jobs-careers-1829,Not disclosed,Chennai,5-6 Yrs,Experience with providing technical support to scientific applications / software in Ma...,"ERP, Pharma, Workflow, MongoDB, Life sciences, Middleware, Technical support, Reporting tools"
508,GRC Helpdesk specialist,Philips,https://www.naukri.com/philips-jobs-careers-929,Not disclosed,Chennai,2-3 Yrs,Commerce graduates with 2 to 3 years of experience in rendering the internal audit deli...,"ERP, Manager Internal Audit, Usage, SAP, Helpdesk, Compliance, Control system, Healthcare"
509,Test Manager,Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,4-8 Yrs,"Core bank funding for retirement savings, medical and life insurance, with flexible and...","Finance, Banking, Commerce, Advocate, Testing, Advocacy, Management, Test management"
510,"Sr. Manager, Incident & Problem Management",Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,6-9 Yrs,"Minimum 10 years of experience in Event, Incident Problem Management. . About Standard ...","Unix, RCA, Root cause analysis, Change management, Business writing, Operating systems, Banking, Problem management"
511,"Spl&apos;st, QA & Testing",Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,6-12 Yrs,Responsible to create automated test scripts using Selenium / Cucumber framework. Shoul...,"Test scripts, Eclipse, Black Box Testing, Agile, Selenium, Investment banking, Test cases, JIRA"
512,"Spl&apos;st, Development",Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,5-12 Yrs,"Core bank funding for retirement savings, medical and life insurance, with flexible and...","Usage, Finance, Banking, Commerce, Advocate, SPL, Recruitment, Advocacy"
513,"Spl&apos;st, Dev Ops",Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,6-12 Yrs,"Core bank funding for retirement savings, medical and life insurance, with flexible and...","Finance, Banking, Commerce, Advocate, SPL, Dev, Ops, Devops"
514,"Lead, Business Solution",Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,4-7 Yrs,Refer Minimum 10 yrs of experience in the BA role and in that a couple of years of expe...,"Assurance, ISO, Cash management, Business strategy, Risk management, Oracle, Business continuity, Continuous improvement"
515,Cost Analyst_Steering & Braking System_Senior Engineer,Renault,https://www.naukri.com/renault-jobs-careers-3591808,Not disclosed,Chennai,6-8 Yrs,This information will only be used by Renault Group companies as described in the Group...,"Usage, Costing, Relationship, Database, Finance control, Cost, Cost Analyst, Control"
516,Associate Manager Software Engineering,DXC Technology,https://www.naukri.com/dxc-technology-jobs-careers-1866,Not disclosed,Chennai,8-14 Yrs,Bachelors degree or equivalent combination of education and experience. Six or more yea...,"Basic, Interpersonal skills, Production support, Operating systems, Analytical, Social media, Programming, Application development"
517,Android developer,Globallogic,https://www.naukri.com/globallogic-jobs-careers-2937,Not disclosed,Chennai,5-10 Yrs,Animation and UI Design: Experience with animation techniques and UI design using eithe...,"rest, algorithms, solid, user interface designing, android, kotlin, core, memory management"
518,Walkin-Embedded C-Chennai,Quest Global,https://www.naukri.com/quest-global-jobs-careers-33042,Not disclosed,Chennai,3-8 Yrs,"Minimum 3 years of Programming languages, Embedded C, C++,  Work Experience Experience ...","Embedded c, CAN, Firmware Development, Can Bus, Embedded systems, C, Development, Firmware"
519,AEM Front End ! Walk In drive ! Chennai ! 26th April,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Hybrid - Chennai,No Experience Info,AEM Frontend Developer (SA/A level)  We are looking for AEM Frontend developers with th...,"AEM, Figma, Frontend, Figma or equivalent tools, Javascript, HTML, JQuery, Tools"
520,Senior MS Security Engineer,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,3-5 Yrs,Make an impact with NTT DATA Join a company that is pushing the boundaries of what is p...,"switching, checkpoint, network security, consulting, disaster recovery, networking, ccnp, risk mitigation"
521,Hil Test Engineer,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,5-15 Lacs PA,Chennai,No Experience Info,"Automation Test Script development Support, Test case Development Support, Validation S...","Automation Desk, DSpace, Control Desk, Hil Testing, Can Protocol, Motion Desk, Model Desk, Diagnostics services"
522,Network - L2  -  HPCL,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,3-5 Yrs,Make an impact with NTT DATA Join a company that is pushing the boundaries of what is p...,"tcp, switching, oracle, autosys, ip networking, ticketing tools, networking, engineering"
523,Senior Engineer - MS Security,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,3-5 Yrs,Make an impact with NTT DATA Join a company that is pushing the boundaries of what is p...,"switching, checkpoint, network security, consulting, disaster recovery, networking, ccnp, routing"
524,C++ Developer,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,Chennai,No Experience Info,"Proficient in object-oriented programming (OOP) principles, data structures, and algori...","C++, Linux, Oops Programming, Programming, Program, OOPS, Development"
525,Cognizant Hiring For AEM Frontend Developer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Chennai,4-9 Yrs,AEM Frontend Developer We are looking for AEM Frontend developers with the following s...,"jQuery, AEMaaCS, Javascript, HTML, Hiring, Development, Aem, Front end"
526,Adobe Testing- Walkin Drive 26th Saturday,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Chennai,No Experience Info,Must have 4+ years of experience in Adobe testing Team Collaboration: Working closely w...,"Product Management, adobe testing, test plans, test cases, Management, Case, Planning, Test planning"
527,Gen AI Developer,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,5-10 Yrs,Make an impact with NTT DATA Join a company that is pushing the boundaries of what is p...,"continuous integration, algorithms, kubernetes, analytical, data, software design, ci/cd, sql"
528,Adobe Workfront Fusion,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,15-25 Lacs PA,Hybrid - Chennai,5-10 Yrs,Skill Area:  Workfront Fusion Workfront Understanding of different Adobe Workfront Obj...,"Workfusion, Data Modeling, Object types, Modeling, Workfront, Typing, Object, Adobe"
529,Senior MS Engineer - Security,NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Chennai,3-5 Yrs,Make an impact with NTT DATA Join a company that is pushing the boundaries of what is p...,"switching, checkpoint, network security, consulting, disaster recovery, networking, ccnp, routing"
530,Aem Developer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Hybrid - Chennai,No Experience Info,We have Job openings for AEM Backend and frontend developer (both we have opening in Ch...,"Osgi, Cloud Services, Aem, End To End, End, Cloud, Development"
531,Senior DevOps Kubernetes Engineer - SMTS,athenahealth,https://www.naukri.com/athenahealth-jobs-careers-54174,Not disclosed,Chennai,5-9 Yrs,"Proven experience in building and managing AWS platforms, with a strong focus on Amazon...","Automation, Version control, Configuration management, Process improvement, Agile, Healthcare, Troubleshooting, Ruby"
532,UiPath Solution Architect with Power Platform exp,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,30-40 Lacs PA,"Gurugram, Chennai",9-14 Yrs,Strong design and implementation experience on RPA tools UI Path is must JD as below: ....,"solution architect, Power Platform, Uipath, Exp, Architecture"
533,Java Technical Architect,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,Chennai,10-17 Yrs,Greetings from HCL!!We are looking for Java Technical ArchitectLocation: Chennai Job Su...,"Java, angu, architect, Microservices, Angular, Spring Boot, Boot, Spring"
534,IBM BPM/BAW Developer,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,Chennai,3-8 Yrs,We at HCLTech are seeking a highly skilled and experienced IBM BPM Developer to join ou...,"Ibm Bpm, Process Automation, Ibm Baw, BPM methodologies, Design And Implementation, Integration, JDBC, Data Modeling"
535,CTS | Mega Walk-In drive For Mulesoft Developers -Chennai_26th Apr'25,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,Hybrid - Chennai,No Experience Info,Preferred candidate profile Experience: 4 to 9years.  . MuleSoft Integration experience...,"Integration, Dataweave, Mulesoft, Mulesoft Anypoint, Apr, Drives, Development, Anypoint Studio"
536,Service Desk Engineer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,"50,000-2.5 Lacs PA","Chennai, Coimbatore, Bengaluru",0-1 Yrs,Skills Expected International Voice Exp / Core Technical Process with exp. in O355 /wi...,"Service desk, Technical Voice Process, International Voice Process, International voice, Desk, Process, Technical, Voice process"
